Movie_name,Cast Info,Genre Info
Spotlight,"The cast of the movie Spotlight includes John Slattery as Ben Bradlee Jr.,Liev Schreiber as Marty Baron,Mark Ruffalo as Mike Rezendes,Michael Keaton as Walter 'Robby' Robinson,Rachel McAdams as Sacha Pfeiffer,Stanley Tucci as Mitchell Garabedian,Billy Crudup as Eric Macleish,Brian d'Arcy James as Matty Carroll,Christopher Gallagher as Baseball Fan,Dallas Peplow as Police Officer,Doug Murray as Peter Canellos,Duane Murray as Hans Pfeiffer,Elena Juatco as Guest List Woman,Elena Wohl as Barbara Robinson,Faith Fay as Baseball Fan,Gary Galone as Jack Dunn,Gene Amoroso as Steve Kurkjian,Jamey Sheridan as Jim Sullivan,John Slattery as Ben Bradlee Jr.,Lana Antonova as Veronica,Len Cariou as Cardinal Law,Liev Schreiber as Marty Baron,London Hall as Boston Globe Reporter,Percision Driver,Mark Ruffalo as Mike Rezendes,Michael Cyril Creighton as Joe Crowley,Michael Keaton as Walter 'Robby' Robinson,Neal Huff as Phil Saviano,Paul Guilfoyle as Peter Conley,Rachel McAdams as Sacha Pfeiffer,Rob deLeeuw as Quimby (Herald Reporter),Robert B. Kennedy as Court Clerk Mark,Sharon McFarlane as Helen Donovan,Shawn Contois as Business Man,Stanley Tucci as Mitchell Garabedian,Stefanie Drummond as Sheila,Zarrin Darnell-Martin as Wanda.","The genre of the movie is Biography,Drama,History,Thriller."
The Band Wagon,"The cast of the movie The Band Wagon includes Cyd Charisse as Gabrielle Gerard,Fred Aldrich as Hot Dog Vendor,Fred Astaire as Tony Hunter,India Adams as Gabrielle Gerard,Jack Buchanan as Jeffrey Cordova,James Mitchell as Paul Byrd,Nanette Fabray as Lily Marton,Oscar Levant as Lester Marton,Richard Alexander as Stagehand,Robert Gist as Hal Benton,Barbara Bailey as Dancer,Brandon Beach as Auction Guest,Ernest Anderson as Train Porter,Lysa Baugher as Dancer In Troupe,Patsy Bangs as Dancer.","The genre of the movie is Comedy,Romance,Musical."
One More Time with Feeling,"The cast of the movie One More Time with Feeling includes Nick Cave as Himself,Nick Cave & the Bad Seeds as Themselves,Nick Cave & The Bad Seeds as Themselves,Warren Ellis as Himself.","The genre of the movie is Music,Documentary."
The Diving Bell and the Butterfly,"The cast of the movie The Diving Bell and the Butterfly includes Emmanuelle Seigner as Céline,Marie-Josée Croze as Henriette Roi,Mathieu Amalric as Jean-Do,Anne Consigny as Claude,Fiorella Campanella as Céleste,Gérard Watkins as Le Docteur Cocheton,Isaach De Bankolé as Laurent,Jean-Pierre Cassel as Père Lucien Et Le Vendeur,Marina Hands as Joséphine,Max von Sydow as Papinou,Niels Arestrup as Roussin,Olatz López Garmendia as Marie Lopez,Patrick Chesnais as Le Docteur Lepage,Talina Boyaci as Hortense,Théo Sampaio as Théophile.","The genre of the movie is Biography,Drama."
Invasion of the Body Snatchers,"The cast of the movie Invasion of the Body Snatchers includes Art Hindle as Dr. Geoffrey Howell, DDS,Brooke Adams as Elizabeth Driscoll,Don Siegel as Taxi Driver,Donald Sutherland as Matthew Bennell,Jeff Goldblum as Jack Bellicec,Kevin McCarthy as Running Man,Lelia Goldoni as Katherine Hendley,Leonard Nimoy as Dr. David Kibner,Tom Luddy as Ted Hendley,Veronica Cartwright as Nancy Bellicec,David Fisher as Mr. Gianni,Garry Goodrow as Dr. Boccardo,Jerry Walter as Restaurant Owner,Stan Ritchie as Stan,Tom Dahlgren as Detective.","The genre of the movie is Sci-Fi,Horror."
The Class,"The cast of the movie The Class includes François Bégaudeau as François Marin,Agame Malembo-Emene as Agame,Angélica Sancio as Angélica,Arthur Fogel as Arthur,Boubacar Toure as Boubacar,Burak Özyilmaz as Burak,Carl Nanor as Carl,Cherif Bounaïdja Rachedi as Cherif,Dalla Doucoure as Dalla,Damien Gomes as Damien,Esmeralda Ouertani as Esmeralda,Eva Paradiso as Eva,Henriette Kasaruhanda as Henriette,Juliette Demaille as Juliette,Justine Wu as Justine.",The genre of the movie is Drama.
Platoon,"The cast of the movie Platoon includes Tom Berenger as Sgt. Barnes,Willem Dafoe as Sgt. Elias,Bob Orwig as Gardner,Chris Pedersen as Crawford,Corey Glover as Francis,Corkey Ford as Manny,David Neidorf as Tex,Forest Whitaker as Big Harold,Francesco Quinn as Rhah,John C. McGinley as Sgt. O'Neill,Johnny Depp as Lerner,Keith David as King,Kevin Dillon as Bunny,Mark Moses as Lt. Wolfe,Reggie Johnson as Junior.","The genre of the movie is Drama,War."
35 Shots of Rum,"The cast of the movie 35 Shots of Rum includes Adèle Ado as La Patronne Du Bar,Alex Descas as Lionel,Cheikh Toure as Le Jeune Serveur,David Saada as Le Cow-Boy,Djédjé Apali as Martial,Eriq Ebouaney as Blanchard,Grégoire Colin as Noé,Ingrid Caven as La Tante Allemande,Jean-Christophe Folly as Ruben,Julieth Mars Toussaint as René,Mario Canonge as Le Collègue,Mary Pie as Lina,Mati Diop as Joséphine,Nicole Dogue as Gabrielle,Stéphane Pocrain as Le Prof.",The genre of the movie is Drama.
Apocalypse Now: Final Cut,The cast of the movie Apocalypse Now: Final Cut includes.,"The genre of the movie is Drama,Mystery,War."
Chinatown,"The cast of the movie Chinatown includes Faye Dunaway as Evelyn Mulwray,Jack Nicholson as J.J. Gittes,John Huston as Noah Cross,Bruce Glover as Duffy,Darrell Zwerling as Hollis Mulwray,Diane Ladd as Ida Sessions,James Hong as Evelyn's Butler,James O'Rear as Lawyer,Joe Mantell as Walsh,John Hillerman as Yelburton,Nandu Hinds as Sophie,Perry Lopez as Escobar,Richard Bakalyan as Loach,Roman Polanski as Man With Knife,Roy Jenson as Mulvihill.","The genre of the movie is Drama,Mystery,Thriller,Crime."
The Florida Project,"The cast of the movie The Florida Project includes Aiden Malik as Dicky,Bria Vinaite as Halley,Brooklynn Prince as Moonee,Caleb Landry Jones as Jack,Christopher Rivera as Scooty,Edward Pagan as Dicky's Dad,Jasineia Ramos as Luci,Jason Blackwater as Ticket-Buying Dad,Josie Olivo as Grandma Stacy,Karren Karagulian as Narek,Macon Blair as Tourist John,Patti Wiley as Amber,Sandy Kane as Gloria,Valeria Cotto as Jancey,Willem Dafoe as Bobby,Bria Vinaite as Halley,Bronwyn Valley as Twistee Treat Girl,Brooklynn Prince as Moonee,Caleb Landry Jones as Jack,Carl Bradfield as Charlie Coachman,Christopher Rivera as Scooty,Gary B. Gross as Officer Gary,Jason Blackwater as Ticket-Buying Dad,Jim Coleman as Cabbie,Jim R. Coleman as Cabbie,Karren Karagulian as Narek,Kelly Fitzgerald as Twistee Treat Girl's Mom,Krystal Nicole Watts as Case Worker,Macon Blair as Tourist John,Mela Murder as Ashley,Rosa Medina Perez as Bertha,Sabina Friedman-Seitz as Church Group Sarah,Sandy Kane as Gloria,Valeria Cotto as Jancey,Willem Dafoe as Bobby.",The genre of the movie is Drama.
Timbuktu,"The cast of the movie Timbuktu includes Abel Jafri as Abdelkerim,Ibrahim Ahmed as Kidane,Layla Walet Mohamed as Toya,Mehdi A.G. Mohamed as Issan,Toulou Kiki as Satima,Abel Jafri as Abdelkrim,Adel Mahmoud Cherif as L'Imam,Cheik A.G. Emakni as Omar,Fatoumata Diawara as La Chanteuse,Hichem Yacoubi as Djihadiste,Ibrahim Ahmed as Kidane,Kettly Noël as Zabou,Layla Walet Mohamed as Toya,Mamby Kamissoko as Djihadiste,Mehdi A.G. Mohamed as Issan,Pino Desperado as Cast,Salem Dendou as Le Chef Djihadiste,Toulou Kiki as Satima,Weli Cleib as Juge,Yoro Diakité as Djihadiste,Zikra Oualet Moussa as Tina.",The genre of the movie is Drama.
Frenzy,"The cast of the movie Frenzy includes Alec McCowen as Chief Inspector Tim Oxford,Anna Massey as Babs Milligan,Barbara Leigh-Hunt as Brenda Blaney,Barry Foster as Robert Rusk,Bernard Cribbins as Felix Forsythe,Billie Whitelaw as Hetty Porter,Clive Swift as Johnny Porter,Jon Finch as Richard Blaney,Michael Bates as Sergeant Spearman,Vivien Merchant as Mrs. Oxford,Elsie Randolph as Gladys,Gerald Sim as Solicitor In Pub,Jean Marsh as Monica Barling,John Boxer as Sir George,Madge Ryan as Mrs. Davison.",The genre of the movie is Thriller.
Brief Encounter,"The cast of the movie Brief Encounter includes Alfie Bass as Waiter At The Royal,Celia Johnson as Laura Jesson,Cyril Raymond as Fred Jesson,Everley Gregg as Dolly Messiter,Joyce Carey as Myrtle Bagot,Margaret Barton as Beryl Walters - Tea Room Assistant,Marjorie Mars as Mary Norton,Stanley Holloway as Albert Godby,Trevor Howard as Dr. Alec Harvey,Wilfred Babbage as Policeman At War Memorial,Noel Coward as Train Station Announcer,Nuna Davey as Herminie Rolandson - Mary's Cousin,Sydney Bromley as Johnnie - Second Soldier,Valentine Dyall as Stephen Lynn - Alec's 'Friend',Wallace Bosco as Doctor At Bobbie's Accident.","The genre of the movie is Drama,Romance."
Cool Hand Luke,"The cast of the movie Cool Hand Luke includes Clifton James as Carr,George Kennedy as Dragline,J.D. Cannon as Society Red,Jo Van Fleet as Arletta,Lou Antonio as Koko,Luke Askew as Boss Paul,Morgan Woodward as Boss Godfrey,Paul Newman as Luke,Robert Drivas as Loudmouth Steve,Strother Martin as Captain,Dennis Hopper as Babalugats,Marc Cavell as Rabbitt,Richard Davalos as Blind Dick,Robert Donner as Boss Shorty,Warren Finnerty as Tattoo.","The genre of the movie is Drama,Crime."
Little Women,"The cast of the movie Little Women includes Claire Danes as Beth March,Kirsten Dunst as Younger Amy March,Susan Sarandon as Mrs. Abigail ""Marmee"" March,Winona Ryder as Jo March,Christian Bale as Laurie,Corrie Clark as Belle Gardiner,Eric Stoltz as John Brooke,Florence Patterson as Hannah,Gabriel Byrne as Friedrich Bhaer,John Neville as Mr. Laurence,Mary Wickes as Aunt March,Rebecca Toolan as Mrs. Gardiner,Robin Collins as Carriage Boy,Samantha Mathis as Older Amy March,Trini Alvarado as Meg March.","The genre of the movie is Drama,Romance,Family."
Maborosi,"The cast of the movie Maborosi includes Akira Emoto as Yoshihiro,Gohki Kashiyama as Yuichi,Hidekazu Akai as Master,Hiromi Ichida as Hatsuko,Kikuko Hashimoto as Kiyo, Yumiko's Grandmother,Makiko Esumi as Yumiko,Midori Kiuchi as Michiko,Minori Terada as Detective,Mutsuko Sakura as Tomeno,Naomi Watanabe as Tomoko,Ren Ôsugi as Hiroshi, Yumiko's Father,Shuichi Harada as Cop,Tadanobu Asano as Ikuo,Takashi Inoue as Driver,Takashi Naitô as Tamio.",The genre of the movie is Drama.
Top Hat,"The cast of the movie Top Hat includes Edward Everett Horton as Horace Hardwick,Eric Blore as Bates,Erik Rhodes as Alberto Beddini,Fred Astaire as Jerry Travers,Ginger Rogers as Dale Tremont,Helen Broderick as Madge Hardwick,Lucille Ball as Flower Clerk,Robert Adair as London Hotel Clerk,Tito Blasco as Minor Role,Tom Brandon as Minor Role,Gino Corrado as Venice Hotel Manager,Lorinne Crawford as Dancer,Phyllis Coghlan as Dancer,Roy Brent as Minor Role,Tom Costello as Minor Role.","The genre of the movie is Comedy,Romance,Musical."
Apocalypse Now Redux,"The cast of the movie Apocalypse Now Redux includes Marlon Brando as Colonel Walter E. Kurtz,Martin Sheen as Captain Benjamin L. Willard,Albert Hall as Chief Phillips,Bo Byers as MP Sergeant #1,Dennis Hopper as Photojournalist,Frederic Forrest as Jay 'Chef' Hicks,G.D. Spradlin as General Corman,Harrison Ford as Colonel Lucas,James Keane as Kilgore's Gunner,Jerry Ziesmer as Jerry, Civilian,Kerry Rossall as Mike From San Diego,Laurence Fishburne as Tyrone 'Clean' Miller,Robert Duvall as Lieutenant Colonel Bill Kilgore,Sam Bottoms as Lance B. Johnson,Scott Glenn as Lieutenant Richard M. Colby.","The genre of the movie is Action,Drama,War."
Never Rarely Sometimes Always,"The cast of the movie Never Rarely Sometimes Always includes Amy Tribbey as Ultrasound Tech,Aurora Richards as Little Sister,Brett Puglisi as Talent Show Audience Member,Carolina Espiro as Michelle/Financial Advisor,Christian Clements as Clean Cut Teenage Boy,Daniel Buneta as Clean Cut Teenage Boy,David Buneta as Clean Cut Teenage Boy,Deepti Menon as Hotel Receptionist,Denise Pillott as Receptionist 2,Drew Seltzer as Manager Rick,Eliazar Jimenez as Elvis Impersonator,Guy A. Fortt as Security Guard,Kim Rios Lin as Anesthesiologist,Lester Greene as Bus Driver #1,Rose Elizabeth Richards as Little Sister,Ryan Eggold as Ted,Sam Dugger as Clean Cut Teenage Boy,Sharon Van Etten as Mother,Sidney Flanigan as Autumn,Talia Ryder as Skylar,Théodore Pellerin as Jasper,Alana Barrett-Adkins as Nurse #2,Alexander Carney as Hall Monitor,Amy Tribbey as Ultrasound Tech,April Szykeruk as Nurse,Aurora Richards as Hayden,Brett Puglisi as Talent Show Audience Member,Brian Altemus as Rowdy Student,Carolina Espiro as Michelle/Financial Advisor,Deepti Menon as Hotel Receptionist,Denise Pillott as Receptionist 2,Drew Seltzer as Boyer's Manager,Guy A. Fortt as Security Guard,Jingjing Tian as Bakery Employee,John Ballinger Sr. as Guy In Supermarket,Kim Rios Lin as Anesthesiologist,Lester Greene as Bus Driver #1,Lizbeth MacKay as Receptionist #1,Luz Ozuna as Receptionist #4,Mia Dillon as Women's Centre Director,Michael Erik as Bowling Alley Person,Rose Elizabeth Richards as Sierra,Ryan Eggold as Ted,Sidney Flanigan as Autumn.",The genre of the movie is Drama.
Annie Hall,"The cast of the movie Annie Hall includes Diane Keaton as Annie Hall,Woody Allen as Alvy Singer,Carol Kane as Allison,Christopher Walken as Duane Hall,Colleen Dewhurst as Mom Hall,Donald Symington as Dad Hall,Helen Ludlam as Grammy Hall,Janet Margolin as Robin,Joan Neuman as Alvy's Mom,Jonathan Munk as Alvy - Age 9,Mordecai Lawner as Alvy's Dad,Paul Simon as Tony Lacey,Ruth Volner as Alvy's Aunt,Shelley Duvall as Pam,Tony Roberts as Rob.","The genre of the movie is Drama,Comedy,Romance."
The Lord of the Rings: The Fellowship of the Ring,"The cast of the movie The Lord of the Rings: The Fellowship of the Ring includes Andy Serkis as Gollum,Elijah Wood as Frodo Baggins,Alan Howard as The Ring,Billy Boyd as Peregrin 'Pippin' Took,Cate Blanchett as Galadriel,Christopher Lee as Saruman,Ian Holm as Bilbo Baggins,Ian McKellen as Gandalf,Lawrence Makoare as Lurtz,Mark Ferguson as Gil-Galad,Marton Csokas as Celeborn,Megan Edwards as Mrs. Proudfoot,Michael Elsworth as Gondorian Archivist,Noel Appleby as Everard Proudfoot,Orlando Bloom as Legolas Greenleaf,Sala Baker as Sauron,Sean Astin as Samwise 'Sam' Gamgee,Sean Bean as Boromir.","The genre of the movie is Action,Adventure,Fantasy."
Quiz Show,"The cast of the movie Quiz Show includes John Turturro as Herbie Stempel,Ralph Fiennes as Charles Van Doren,Allan Rich as Robert Kintner,Christopher McDonald as Jack Barry,David Paymer as Dan Enright,Elizabeth Wilson as Dorothy Van Doren,George Martin as Chairman,Griffin Dunne as Account Guy,Hank Azaria as Albert Freedman,Johann Carlo as Toby Stempel,Michael Mantell as Pennebaker,Mira Sorvino as Sandra Goodwin,Paul Guilfoyle as Lishman,Paul Scofield as Mark Van Doren,Rob Morrow as Dick Goodwin.","The genre of the movie is Drama,History."
Leviathan,"The cast of the movie Leviathan includes Adrian Guillette as Himself,Arthur Smith as Himself,Brian Jannelle as Himself,Christopher Swampstead as Himself,Clyde Lee as Himself,Declan Conneely as Himself,Johnny Gatcombe as Himself.",The genre of the movie is Documentary.
Werckmeister Harmonies,"The cast of the movie Werckmeister Harmonies includes Lars Rudolph as János Valuska,Peter Fitz as György Eszter,Alfréd Járai as Lajos Harrer,Djoko Rosic as Man In Western Boots,Enikö Börcsök as Cast,Éva Almássy Albert as Aunt Piri,Ferenc Kállai as Director,György Barkó as Mr. Nadabán,Hanna Schygulla as Tünde Eszter,Irén Szajki as Mrs. Harrer,János Derzsi as Man In The Broad-Cloth Coat,Lajos Dobák as Mr. Volent,Mihály Kormos as Factotum,Putyi Horváth as Porter,Tamás Wichmann as Man In The Sailor-Cap.","The genre of the movie is Sci-Fi,Drama,Mystery,Thriller,Horror,Crime."
Toy Story 3,"The cast of the movie Toy Story 3 includes Tim Allen as Buzz Lightyear,Tom Hanks as Woody,Blake Clark as Slinky Dog,Don Rickles as Mr. Potato Head,Emily Hahn as Bonnie,Estelle Harris as Mrs. Potato Head,Joan Cusack as Jessie,Jodi Benson as Barbie,John Morris as Andy,John Ratzenberger as Hamm,Laurie Metcalf as Andy's Mom,Michael Keaton as Ken,Ned Beatty as Lotso,Teddy Newton as Chatter Telephone,Wallace Shawn as Rex.","The genre of the movie is Adventure,Fantasy,Comedy,Animation,Family."
This Is Spinal Tap,"The cast of the movie This Is Spinal Tap includes Chazz Dominguez as Heavy Metal Fan,Christopher Guest as Nigel Tufnel,David Kaff as Viv Savage,Harry Shearer as Derek Smalls,Kimberly Stringer as Heavy Metal Fan,Michael McKean as David St. Hubbins,R.J. Parnell as Mick Shrimpton,Rob Reiner as Marty DiBergi,Shari Hall as Heavy Metal Fan,Tony Hendra as Ian Faith,Bruno Kirby as Tommy Pischedda,Chazz Dominguez as Heavy Metal Fan,Danny Kortchmar as Ronnie Pudding,David Kaff as Viv Savage,Ed Begley Jr. as John 'Stumpy' Pepys,Harry Shearer as Derek Smalls,Jean Cromie as Ethereal Fan,Kimberly Stringer as Heavy Metal Fan,Patrick Maher as New York M.C.,R.J. Parnell as Mick Shrimpton,Shari Hall as Heavy Metal Fan,Tony Hendra as Ian Faith.","The genre of the movie is Comedy,Music."
The Look of Silence,The cast of the movie The Look of Silence includes.,The genre of the movie is Documentary.
Tower,"The cast of the movie Tower includes Aldo Ordoñez as Aleck Hernandez Jr.,Blair Jackson as Houston McCoy,Chris Doubek as Allen Crum,Cole Bee Wilson as Tom Eckman,Cole Bresnehen as James Love,Jeremy Brown as Jerry Day,John Fitch as Billy Speed,Josephine McAdam as Rita Starpattern,Karen Davidson as Margaret C. Berry,Louie Arnette as Ramiro Martinez,Monty Muir as Neal Spelce,Reece Everett Ryan as Alfred(Alfie) McAlister,Séamus Bolivar-Ochoa as John Fox,Timothy Lucas as Kent Kirkley,Vicky Illk as Brenda Bell,Violett Beane as Claire Wilson.","The genre of the movie is History,Crime,Animation,Documentary."
The Rider,"The cast of the movie The Rider includes Brady Jandreau as Brady Blackburn,Cat Clifford as Cat Clifford,Derrick Janis as Victor Chasinghawk,Greg Barber as Bar Owner,James Calhoon as James Calhoon,Lane Scott as Lane Scott,Lilly Jandreau as Lilly Blackburn,Tanner Langdeau as Tanner Langdeau,Terri Dawn Pourier as Terri Dawn Pourier,Tim Jandreau as Wayne Blackburn,Alan Reddy as Cast,Allen Reddy as Cast,Brady Jandreau as Brady Blackburn,Cat Clifford as Cat Clifford,Derrick Janis as Victor Chasinghawk,James Calhoon as James Calhoon,Jordon Slick Phelps as Cast,Kevin Hunter as Cast,Lane Scott as Lane Scott,Leroy Pourier as Frank,Lilly Jandreau as Lilly Blackburn,Marshal Byrne as Cast,Steven DeWolfe as Fourth Rodeo Cowboy,Tanner Langdeau as Tanner Langdeau,Terri Dawn Pourier as Terri Dawn Pourier,Tim Jandreau as Wayne Blackburn.","The genre of the movie is Adventure,Drama,Comedy,Romance,Western,Music."
Moolaadé,The cast of the movie Moolaadé includes.,The genre of the movie is .
Atanarjuat: The Fast Runner,"The cast of the movie Atanarjuat: The Fast Runner includes Natar Ungalaaq as Atanarjuat,Sylvia Ivalu as Atuat,Abraham Ulayuruluk as Tungajuaq,Alex Uttak as Pakak,Apayata Kotierk as Kumaglak,Eric Nutarariaq as Young Sauri,Eugene Ipkarnak as Sauri, The Chief,Lucy Tulugarjuk as Puja,Luke Taqqaugaq as Pittiulak,Madeline Ivalu as Panikpak,Mary Qulitalik as Niriuniq,Neeve Irngaut as Uluriaq,Pakak Innuksuk as Amaqjuaq,Pauloosie Qulitalik as Qulitalik/A Shaman,Peter-Henry Arnatsiaq as Oki.","The genre of the movie is Drama,Fantasy."
